instrument,technique,dynamic,note,quantity,value,collection,ewsd_primary_analysis_eligible,source_workbook
vln,artificial_harmonic,mf,A#5,EWSD_score_acoustic_balanced,22.40896921159774,orchidea,True,data\harmonic_calibration\ssa_outputs\orchidea_artificial_harmonic_mf_smoke\compiled_density_metrics_research.xlsx
vln,artificial_harmonic,mf,A#6,EWSD_score_acoustic_balanced,16.61150711432367,orchidea,True,data\harmonic_calibration\ssa_outputs\orchidea_artificial_harmonic_mf_smoke\compiled_density_metrics_research.xlsx
