sample_id,instr,playing_mode,sounding_note,dyn,acoustic_density,filename
viola_F#3_ff,viola,ordinary,F#3,ff,38.738388,viola_ordinary_cdm.json
viola_G3_pp,viola,ordinary,G3,pp,44.943879,viola_ordinary_cdm.json
viola_G3_mf,viola,ordinary,G3,mf,48.450564,viola_ordinary_cdm.json
viola_G3_ff,viola,ordinary,G3,ff,47.572886,viola_ordinary_cdm.json
viola_G#3_pp,viola,ordinary,G#3,pp,27.495821,viola_ordinary_cdm.json
viola_G#3_mf,viola,ordinary,G#3,mf,28.535138,viola_ordinary_cdm.json
viola_G#3_ff,viola,ordinary,G#3,ff,30.730608,viola_ordinary_cdm.json
viola_A3_pp,viola,ordinary,A3,pp,25.514571,viola_ordinary_cdm.json
viola_A3_mf,viola,ordinary,A3,mf,27.02792,viola_ordinary_cdm.json
viola_A3_ff,viola,ordinary,A3,ff,26.606568,viola_ordinary_cdm.json
viola_A#3_pp,viola,ordinary,A#3,pp,23.650212,viola_ordinary_cdm.json
viola_A#3_mf,viola,ordinary,A#3,mf,25.057078,viola_ordinary_cdm.json
viola_A#3_ff,viola,ordinary,A#3,ff,28.74837,viola_ordinary_cdm.json
viola_B3_pp,viola,ordinary,B3,pp,23.328144,viola_ordinary_cdm.json
viola_B3_mf,viola,ordinary,B3,mf,26.714061,viola_ordinary_cdm.json
viola_B3_ff,viola,ordinary,B3,ff,22.52097,viola_ordinary_cdm.json
viola_C4_pp,viola,ordinary,C4,pp,24.864557,viola_ordinary_cdm.json
viola_C4_mf,viola,ordinary,C4,mf,28.856327,viola_ordinary_cdm.json
viola_C4_ff,viola,ordinary,C4,ff,29.949936,viola_ordinary_cdm.json
viola_C#4_pp,viola,ordinary,C#4,pp,26.122141,viola_ordinary_cdm.json
viola_C#4_mf,viola,ordinary,C#4,mf,22.659352,viola_ordinary_cdm.json
viola_C#4_ff,viola,ordinary,C#4,ff,24.721467,viola_ordinary_cdm.json
viola_D4_pp,viola,ordinary,D4,pp,27.954406,viola_ordinary_cdm.json
viola_D4_mf,viola,ordinary,D4,mf,27.251578,viola_ordinary_cdm.json
viola_D4_ff,viola,ordinary,D4,ff,29.751846,viola_ordinary_cdm.json
viola_D#4_pp,viola,ordinary,D#4,pp,24.673988,viola_ordinary_cdm.json
viola_D#4_mf,viola,ordinary,D#4,mf,21.862305,viola_ordinary_cdm.json
viola_D#4_ff,viola,ordinary,D#4,ff,22.033111,viola_ordinary_cdm.json
viola_E4_pp,viola,ordinary,E4,pp,19.845925,viola_ordinary_cdm.json
viola_E4_mf,viola,ordinary,E4,mf,19.799905,viola_ordinary_cdm.json
viola_E4_ff,viola,ordinary,E4,ff,20.781418,viola_ordinary_cdm.json
viola_F4_pp,viola,ordinary,F4,pp,16.887165,viola_ordinary_cdm.json
viola_F4_mf,viola,ordinary,F4,mf,16.820583,viola_ordinary_cdm.json
viola_F4_ff,viola,ordinary,F4,ff,16.047916,viola_ordinary_cdm.json
viola_F#4_pp,viola,ordinary,F#4,pp,17.86533,viola_ordinary_cdm.json
viola_F#4_mf,viola,ordinary,F#4,mf,18.147522,viola_ordinary_cdm.json
viola_F#4_ff,viola,ordinary,F#4,ff,17.258643,viola_ordinary_cdm.json
viola_G4_pp,viola,ordinary,G4,pp,21.213318,viola_ordinary_cdm.json
viola_G4_mf,viola,ordinary,G4,mf,19.424886,viola_ordinary_cdm.json
viola_G4_ff,viola,ordinary,G4,ff,19.636917,viola_ordinary_cdm.json
viola_G#4_pp,viola,ordinary,G#4,pp,18.794672,viola_ordinary_cdm.json
viola_G#4_mf,viola,ordinary,G#4,mf,17.56433,viola_ordinary_cdm.json
viola_G#4_ff,viola,ordinary,G#4,ff,17.886548,viola_ordinary_cdm.json
viola_A4_pp,viola,ordinary,A4,pp,19.33069,viola_ordinary_cdm.json
viola_A4_mf,viola,ordinary,A4,mf,20.810507,viola_ordinary_cdm.json
viola_A4_ff,viola,ordinary,A4,ff,21.351478,viola_ordinary_cdm.json
viola_A#4_pp,viola,ordinary,A#4,pp,18.703919,viola_ordinary_cdm.json
viola_A#4_mf,viola,ordinary,A#4,mf,15.878015,viola_ordinary_cdm.json
viola_A#4_ff,viola,ordinary,A#4,ff,16.779028,viola_ordinary_cdm.json
viola_B4_pp,viola,ordinary,B4,pp,18.686794,viola_ordinary_cdm.json
viola_B4_mf,viola,ordinary,B4,mf,16.923815,viola_ordinary_cdm.json
viola_B4_ff,viola,ordinary,B4,ff,15.166433,viola_ordinary_cdm.json
viola_C5_pp,viola,ordinary,C5,pp,14.204787,viola_ordinary_cdm.json
viola_C5_mf,viola,ordinary,C5,mf,13.331529,viola_ordinary_cdm.json
viola_C5_ff,viola,ordinary,C5,ff,13.625353,viola_ordinary_cdm.json
viola_C#5_pp,viola,ordinary,C#5,pp,13.606495,viola_ordinary_cdm.json
viola_C#5_mf,viola,ordinary,C#5,mf,13.241895,viola_ordinary_cdm.json
viola_C#5_ff,viola,ordinary,C#5,ff,11.966232,viola_ordinary_cdm.json
viola_D5_pp,viola,ordinary,D5,pp,14.207472,viola_ordinary_cdm.json
viola_D5_mf,viola,ordinary,D5,mf,14.497863,viola_ordinary_cdm.json
viola_D5_ff,viola,ordinary,D5,ff,14.57471,viola_ordinary_cdm.json
viola_D#5_pp,viola,ordinary,D#5,pp,12.763109,viola_ordinary_cdm.json
viola_D#5_mf,viola,ordinary,D#5,mf,12.111519,viola_ordinary_cdm.json
viola_D#5_ff,viola,ordinary,D#5,ff,13.45466,viola_ordinary_cdm.json
viola_E5_pp,viola,ordinary,E5,pp,10.992217,viola_ordinary_cdm.json
viola_E5_mf,viola,ordinary,E5,mf,11.033411,viola_ordinary_cdm.json
viola_E5_ff,viola,ordinary,E5,ff,11.443659,viola_ordinary_cdm.json
viola_F5_pp,viola,ordinary,F5,pp,10.526492,viola_ordinary_cdm.json
viola_F5_mf,viola,ordinary,F5,mf,9.558647,viola_ordinary_cdm.json
viola_F5_ff,viola,ordinary,F5,ff,9.624044,viola_ordinary_cdm.json
viola_F#5_pp,viola,ordinary,F#5,pp,7.719122,viola_ordinary_cdm.json
viola_F#5_mf,viola,ordinary,F#5,mf,7.450748,viola_ordinary_cdm.json
viola_F#5_ff,viola,ordinary,F#5,ff,7.729003,viola_ordinary_cdm.json
viola_G5_pp,viola,ordinary,G5,pp,10.177074,viola_ordinary_cdm.json
viola_G5_mf,viola,ordinary,G5,mf,10.066228,viola_ordinary_cdm.json
viola_G5_ff,viola,ordinary,G5,ff,9.540261,viola_ordinary_cdm.json
viola_G#5_pp,viola,ordinary,G#5,pp,8.986104,viola_ordinary_cdm.json
viola_G#5_mf,viola,ordinary,G#5,mf,10.06828,viola_ordinary_cdm.json
viola_G#5_ff,viola,ordinary,G#5,ff,9.397278,viola_ordinary_cdm.json
viola_A5_pp,viola,ordinary,A5,pp,8.259369,viola_ordinary_cdm.json
viola_A5_mf,viola,ordinary,A5,mf,7.879721,viola_ordinary_cdm.json
viola_A5_ff,viola,ordinary,A5,ff,8.142972,viola_ordinary_cdm.json
viola_A#5_pp,viola,ordinary,A#5,pp,8.665828,viola_ordinary_cdm.json
viola_A#5_mf,viola,ordinary,A#5,mf,9.237731,viola_ordinary_cdm.json
viola_A#5_ff,viola,ordinary,A#5,ff,8.732884,viola_ordinary_cdm.json
viola_B5_pp,viola,ordinary,B5,pp,9.078026,viola_ordinary_cdm.json
viola_B5_mf,viola,ordinary,B5,mf,8.56009,viola_ordinary_cdm.json
viola_B5_ff,viola,ordinary,B5,ff,8.519324,viola_ordinary_cdm.json
viola_C6_pp,viola,ordinary,C6,pp,7.608984,viola_ordinary_cdm.json
viola_C6_mf,viola,ordinary,C6,mf,6.873599,viola_ordinary_cdm.json
viola_C6_ff,viola,ordinary,C6,ff,7.222314,viola_ordinary_cdm.json
viola_C#6_pp,viola,ordinary,C#6,pp,7.50039,viola_ordinary_cdm.json
viola_C#6_mf,viola,ordinary,C#6,mf,7.223555,viola_ordinary_cdm.json
viola_C#6_ff,viola,ordinary,C#6,ff,7.223124,viola_ordinary_cdm.json
viola_D6_pp,viola,ordinary,D6,pp,7.968202,viola_ordinary_cdm.json
viola_D6_mf,viola,ordinary,D6,mf,7.028986,viola_ordinary_cdm.json
viola_D6_ff,viola,ordinary,D6,ff,8.356678,viola_ordinary_cdm.json
viola_D#6_pp,viola,ordinary,D#6,pp,7.282524,viola_ordinary_cdm.json
viola_D#6_mf,viola,ordinary,D#6,mf,6.505312,viola_ordinary_cdm.json
viola_D#6_ff,viola,ordinary,D#6,ff,7.301591,viola_ordinary_cdm.json
viola_E6_pp,viola,ordinary,E6,pp,7.98995,viola_ordinary_cdm.json
viola_E6_mf,viola,ordinary,E6,mf,7.657391,viola_ordinary_cdm.json
viola_E6_ff,viola,ordinary,E6,ff,9.046506,viola_ordinary_cdm.json
viola_F6_pp,viola,ordinary,F6,pp,5.550638,viola_ordinary_cdm.json
viola_F6_mf,viola,ordinary,F6,mf,5.110859,viola_ordinary_cdm.json
viola_F6_ff,viola,ordinary,F6,ff,6.19534,viola_ordinary_cdm.json
viola_F#6_pp,viola,ordinary,F#6,pp,5.92388,viola_ordinary_cdm.json
viola_F#6_mf,viola,ordinary,F#6,mf,6.352379,viola_ordinary_cdm.json
viola_F#6_ff,viola,ordinary,F#6,ff,6.300378,viola_ordinary_cdm.json
viola_G6_pp,viola,ordinary,G6,pp,4.528296,viola_ordinary_cdm.json
viola_G6_mf,viola,ordinary,G6,mf,5.401213,viola_ordinary_cdm.json
viola_G6_ff,viola,ordinary,G6,ff,5.763935,viola_ordinary_cdm.json
viola_G#6_pp,viola,ordinary,G#6,pp,5.01212,viola_ordinary_cdm.json
viola_G#6_mf,viola,ordinary,G#6,mf,4.929018,viola_ordinary_cdm.json
viola_G#6_ff,viola,ordinary,G#6,ff,5.900219,viola_ordinary_cdm.json
viola_A6_pp,viola,ordinary,A6,pp,5.277487,viola_ordinary_cdm.json
viola_A6_mf,viola,ordinary,A6,mf,6.045336,viola_ordinary_cdm.json
viola_A6_ff,viola,ordinary,A6,ff,7.41803,viola_ordinary_cdm.json
viola_A#6_pp,viola,ordinary,A#6,pp,4.864399,viola_ordinary_cdm.json
viola_A#6_mf,viola,ordinary,A#6,mf,4.026284,viola_ordinary_cdm.json
viola_A#6_ff,viola,ordinary,A#6,ff,5.082864,viola_ordinary_cdm.json
viola_B6_pp,viola,ordinary,B6,pp,3.160347,viola_ordinary_cdm.json
viola_B6_mf,viola,ordinary,B6,mf,3.341944,viola_ordinary_cdm.json
viola_B6_ff,viola,ordinary,B6,ff,4.401535,viola_ordinary_cdm.json
viola_C7_pp,viola,ordinary,C7,pp,3.393524,viola_ordinary_cdm.json
viola_C7_mf,viola,ordinary,C7,mf,3.291051,viola_ordinary_cdm.json
viola_C7_ff,viola,ordinary,C7,ff,3.062043,viola_ordinary_cdm.json
violin_G3_pp,violin,ordinary,G3,pp,57.391507,violin_ordinary_cdm.json
violin_G3_mf,violin,ordinary,G3,mf,61.65907,violin_ordinary_cdm.json
violin_G3_ff,violin,ordinary,G3,ff,70.623528,violin_ordinary_cdm.json
violin_G#3_pp,violin,ordinary,G#3,pp,33.591535,violin_ordinary_cdm.json
violin_G#3_mf,violin,ordinary,G#3,mf,36.008517,violin_ordinary_cdm.json
violin_G#3_ff,violin,ordinary,G#3,ff,38.554306,violin_ordinary_cdm.json
violin_A3_pp,violin,ordinary,A3,pp,30.702267,violin_ordinary_cdm.json
violin_A3_mf,violin,ordinary,A3,mf,29.143841,violin_ordinary_cdm.json
violin_A3_ff,violin,ordinary,A3,ff,42.287864,violin_ordinary_cdm.json
violin_A#3_pp,violin,ordinary,A#3,pp,28.838925,violin_ordinary_cdm.json
violin_A#3_mf,violin,ordinary,A#3,mf,32.194271,violin_ordinary_cdm.json
violin_A#3_ff,violin,ordinary,A#3,ff,38.719126,violin_ordinary_cdm.json
violin_B3_pp,violin,ordinary,B3,pp,39.784207,violin_ordinary_cdm.json
violin_B3_mf,violin,ordinary,B3,mf,39.101102,violin_ordinary_cdm.json
violin_B3_ff,violin,ordinary,B3,ff,35.503268,violin_ordinary_cdm.json
violin_C4_pp,violin,ordinary,C4,pp,27.340394,violin_ordinary_cdm.json
violin_C4_mf,violin,ordinary,C4,mf,23.374901,violin_ordinary_cdm.json
violin_C4_ff,violin,ordinary,C4,ff,27.795461,violin_ordinary_cdm.json
violin_C#4_pp,violin,ordinary,C#4,pp,25.052836,violin_ordinary_cdm.json
violin_C#4_mf,violin,ordinary,C#4,mf,22.127835,violin_ordinary_cdm.json
violin_C#4_ff,violin,ordinary,C#4,ff,25.8856,violin_ordinary_cdm.json
violin_D4_pp,violin,ordinary,D4,pp,26.133791,violin_ordinary_cdm.json
violin_D4_mf,violin,ordinary,D4,mf,34.381636,violin_ordinary_cdm.json
violin_D4_ff,violin,ordinary,D4,ff,36.879891,violin_ordinary_cdm.json
violin_D#4_pp,violin,ordinary,D#4,pp,26.560277,violin_ordinary_cdm.json
violin_D#4_mf,violin,ordinary,D#4,mf,32.386338,violin_ordinary_cdm.json
violin_D#4_ff,violin,ordinary,D#4,ff,30.695905,violin_ordinary_cdm.json
violin_E4_pp,violin,ordinary,E4,pp,31.15438,violin_ordinary_cdm.json
violin_E4_mf,violin,ordinary,E4,mf,35.982938,violin_ordinary_cdm.json
violin_E4_ff,violin,ordinary,E4,ff,34.793031,violin_ordinary_cdm.json
violin_F4_pp,violin,ordinary,F4,pp,26.177892,violin_ordinary_cdm.json
violin_F4_mf,violin,ordinary,F4,mf,26.256405,violin_ordinary_cdm.json
violin_F4_ff,violin,ordinary,F4,ff,31.173848,violin_ordinary_cdm.json
violin_F#4_pp,violin,ordinary,F#4,pp,26.192578,violin_ordinary_cdm.json
violin_F#4_mf,violin,ordinary,F#4,mf,29.118582,violin_ordinary_cdm.json
violin_F#4_ff,violin,ordinary,F#4,ff,28.988298,violin_ordinary_cdm.json
violin_G4_pp,violin,ordinary,G4,pp,26.244,violin_ordinary_cdm.json
violin_G4_mf,violin,ordinary,G4,mf,28.582867,violin_ordinary_cdm.json
violin_G4_ff,violin,ordinary,G4,ff,29.160595,violin_ordinary_cdm.json
violin_G#4_pp,violin,ordinary,G#4,pp,21.367527,violin_ordinary_cdm.json
violin_G#4_mf,violin,ordinary,G#4,mf,20.040854,violin_ordinary_cdm.json
violin_G#4_ff,violin,ordinary,G#4,ff,24.983277,violin_ordinary_cdm.json
violin_A4_pp,violin,ordinary,A4,pp,27.47028,violin_ordinary_cdm.json
violin_A4_mf,violin,ordinary,A4,mf,23.809207,violin_ordinary_cdm.json
violin_A4_ff,violin,ordinary,A4,ff,30.79765,violin_ordinary_cdm.json
violin_A#4_pp,violin,ordinary,A#4,pp,22.652636,violin_ordinary_cdm.json
violin_A#4_mf,violin,ordinary,A#4,mf,20.433399,violin_ordinary_cdm.json
violin_A#4_ff,violin,ordinary,A#4,ff,26.037132,violin_ordinary_cdm.json
violin_B4_pp,violin,ordinary,B4,pp,25.336199,violin_ordinary_cdm.json
violin_B4_mf,violin,ordinary,B4,mf,25.26667,violin_ordinary_cdm.json
violin_B4_ff,violin,ordinary,B4,ff,23.994139,violin_ordinary_cdm.json
violin_C5_pp,violin,ordinary,C5,pp,16.400225,violin_ordinary_cdm.json
violin_C5_mf,violin,ordinary,C5,mf,16.67357,violin_ordinary_cdm.json
violin_C5_ff,violin,ordinary,C5,ff,16.590142,violin_ordinary_cdm.json
violin_C#5_pp,violin,ordinary,C#5,pp,19.387751,violin_ordinary_cdm.json
violin_C#5_mf,violin,ordinary,C#5,mf,15.382446,violin_ordinary_cdm.json
violin_C#5_ff,violin,ordinary,C#5,ff,17.748366,violin_ordinary_cdm.json
violin_D5_pp,violin,ordinary,D5,pp,16.640459,violin_ordinary_cdm.json
violin_D5_mf,violin,ordinary,D5,mf,18.281285,violin_ordinary_cdm.json
violin_D5_ff,violin,ordinary,D5,ff,18.556922,violin_ordinary_cdm.json
violin_D#5_pp,violin,ordinary,D#5,pp,17.096813,violin_ordinary_cdm.json
violin_D#5_mf,violin,ordinary,D#5,mf,16.571727,violin_ordinary_cdm.json
violin_D#5_ff,violin,ordinary,D#5,ff,18.685236,violin_ordinary_cdm.json
violin_E5_pp,violin,ordinary,E5,pp,21.459182,violin_ordinary_cdm.json
violin_E5_mf,violin,ordinary,E5,mf,23.295079,violin_ordinary_cdm.json
violin_E5_ff,violin,ordinary,E5,ff,25.541413,violin_ordinary_cdm.json
violin_F5_pp,violin,ordinary,F5,pp,15.674254,violin_ordinary_cdm.json
violin_F5_mf,violin,ordinary,F5,mf,18.070114,violin_ordinary_cdm.json
violin_F5_ff,violin,ordinary,F5,ff,19.702604,violin_ordinary_cdm.json
violin_F#5_pp,violin,ordinary,F#5,pp,14.343111,violin_ordinary_cdm.json
violin_F#5_mf,violin,ordinary,F#5,mf,17.293324,violin_ordinary_cdm.json
violin_F#5_ff,violin,ordinary,F#5,ff,20.63479,violin_ordinary_cdm.json
violin_G5_pp,violin,ordinary,G5,pp,15.895791,violin_ordinary_cdm.json
violin_G5_mf,violin,ordinary,G5,mf,17.19385,violin_ordinary_cdm.json
violin_G5_ff,violin,ordinary,G5,ff,17.95471,violin_ordinary_cdm.json
violin_G#5_pp,violin,ordinary,G#5,pp,13.179229,violin_ordinary_cdm.json
violin_G#5_mf,violin,ordinary,G#5,mf,14.251474,violin_ordinary_cdm.json
violin_G#5_ff,violin,ordinary,G#5,ff,13.795649,violin_ordinary_cdm.json
violin_A5_pp,violin,ordinary,A5,pp,13.386584,violin_ordinary_cdm.json
violin_A5_mf,violin,ordinary,A5,mf,14.84153,violin_ordinary_cdm.json
violin_A5_ff,violin,ordinary,A5,ff,17.357882,violin_ordinary_cdm.json
violin_A#5_pp,violin,ordinary,A#5,pp,10.710713,violin_ordinary_cdm.json
violin_A#5_mf,violin,ordinary,A#5,mf,12.021352,violin_ordinary_cdm.json
violin_A#5_ff,violin,ordinary,A#5,ff,11.619004,violin_ordinary_cdm.json
violin_B5_pp,violin,ordinary,B5,pp,13.053029,violin_ordinary_cdm.json
violin_B5_mf,violin,ordinary,B5,mf,14.265343,violin_ordinary_cdm.json
violin_B5_ff,violin,ordinary,B5,ff,14.197524,violin_ordinary_cdm.json
violin_C6_pp,violin,ordinary,C6,pp,13.138963,violin_ordinary_cdm.json
violin_C6_mf,violin,ordinary,C6,mf,14.68363,violin_ordinary_cdm.json
violin_C6_ff,violin,ordinary,C6,ff,17.558458,violin_ordinary_cdm.json
violin_C#6_pp,violin,ordinary,C#6,pp,10.378064,violin_ordinary_cdm.json
violin_C#6_mf,violin,ordinary,C#6,mf,11.798903,violin_ordinary_cdm.json
violin_C#6_ff,violin,ordinary,C#6,ff,13.601809,violin_ordinary_cdm.json
violin_D6_pp,violin,ordinary,D6,pp,9.584466,violin_ordinary_cdm.json
violin_D6_mf,violin,ordinary,D6,mf,12.903616,violin_ordinary_cdm.json
violin_D6_ff,violin,ordinary,D6,ff,15.145209,violin_ordinary_cdm.json
violin_D#6_pp,violin,ordinary,D#6,pp,10.632592,violin_ordinary_cdm.json
violin_D#6_mf,violin,ordinary,D#6,mf,12.162554,violin_ordinary_cdm.json
violin_D#6_ff,violin,ordinary,D#6,ff,15.773834,violin_ordinary_cdm.json
violin_E6_pp,violin,ordinary,E6,pp,12.124289,violin_ordinary_cdm.json
violin_E6_mf,violin,ordinary,E6,mf,13.7056,violin_ordinary_cdm.json
violin_E6_ff,violin,ordinary,E6,ff,12.457872,violin_ordinary_cdm.json
violin_F6_pp,violin,ordinary,F6,pp,8.559391,violin_ordinary_cdm.json
violin_F6_mf,violin,ordinary,F6,mf,9.228193,violin_ordinary_cdm.json
violin_F6_ff,violin,ordinary,F6,ff,8.730382,violin_ordinary_cdm.json
violin_F#6_pp,violin,ordinary,F#6,pp,8.187718,violin_ordinary_cdm.json
violin_F#6_mf,violin,ordinary,F#6,mf,8.468389,violin_ordinary_cdm.json
violin_F#6_ff,violin,ordinary,F#6,ff,9.191835,violin_ordinary_cdm.json
violin_G6_pp,violin,ordinary,G6,pp,6.336218,violin_ordinary_cdm.json
violin_G6_mf,violin,ordinary,G6,mf,8.310972,violin_ordinary_cdm.json
violin_G6_ff,violin,ordinary,G6,ff,7.974047,violin_ordinary_cdm.json
violin_G#6_pp,violin,ordinary,G#6,pp,6.989477,violin_ordinary_cdm.json
violin_G#6_mf,violin,ordinary,G#6,mf,9.869439,violin_ordinary_cdm.json
violin_G#6_ff,violin,ordinary,G#6,ff,8.668368,violin_ordinary_cdm.json
violin_A6_pp,violin,ordinary,A6,pp,7.428443,violin_ordinary_cdm.json
violin_A6_mf,violin,ordinary,A6,mf,7.846089,violin_ordinary_cdm.json
violin_A6_ff,violin,ordinary,A6,ff,9.525356,violin_ordinary_cdm.json
violin_A#6_pp,violin,ordinary,A#6,pp,5.321608,violin_ordinary_cdm.json
violin_A#6_mf,violin,ordinary,A#6,mf,6.28718,violin_ordinary_cdm.json
violin_A#6_ff,violin,ordinary,A#6,ff,6.586375,violin_ordinary_cdm.json
violin_B6_pp,violin,ordinary,B6,pp,6.431797,violin_ordinary_cdm.json
violin_B6_mf,violin,ordinary,B6,mf,6.888149,violin_ordinary_cdm.json
violin_B6_ff,violin,ordinary,B6,ff,7.98655,violin_ordinary_cdm.json
violin_C7_pp,violin,ordinary,C7,pp,5.245629,violin_ordinary_cdm.json
violin_C7_mf,violin,ordinary,C7,mf,7.706866,violin_ordinary_cdm.json
violin_C7_ff,violin,ordinary,C7,ff,5.790592,violin_ordinary_cdm.json
violin_C#7_pp,violin,ordinary,C#7,pp,5.426751,violin_ordinary_cdm.json
violin_C#7_mf,violin,ordinary,C#7,mf,7.643142,violin_ordinary_cdm.json
violin_C#7_ff,violin,ordinary,C#7,ff,6.961116,violin_ordinary_cdm.json
violin_D7_pp,violin,ordinary,D7,pp,5.883139,violin_ordinary_cdm.json
violin_D7_mf,violin,ordinary,D7,mf,6.513301,violin_ordinary_cdm.json
violin_D7_ff,violin,ordinary,D7,ff,6.907783,violin_ordinary_cdm.json
violin_D#7_pp,violin,ordinary,D#7,pp,4.383445,violin_ordinary_cdm.json
violin_D#7_mf,violin,ordinary,D#7,mf,6.275297,violin_ordinary_cdm.json
violin_D#7_ff,violin,ordinary,D#7,ff,7.088029,violin_ordinary_cdm.json
violin_E7_pp,violin,ordinary,E7,pp,5.041328,violin_ordinary_cdm.json
violin_E7_mf,violin,ordinary,E7,mf,5.99111,violin_ordinary_cdm.json
violin_E7_ff,violin,ordinary,E7,ff,4.730762,violin_ordinary_cdm.json
violin_F7_pp,violin,ordinary,F7,pp,4.958746,violin_ordinary_cdm.json
violin_F7_mf,violin,ordinary,F7,mf,6.41294,violin_ordinary_cdm.json
violin_F7_ff,violin,ordinary,F7,ff,5.669511,violin_ordinary_cdm.json
violin_F#7_pp,violin,ordinary,F#7,pp,5.877028,violin_ordinary_cdm.json
violin_F#7_mf,violin,ordinary,F#7,mf,6.304183,violin_ordinary_cdm.json
violin_F#7_ff,violin,ordinary,F#7,ff,5.274257,violin_ordinary_cdm.json
violin_G7_pp,violin,ordinary,G7,pp,4.46921,violin_ordinary_cdm.json
violin_G7_mf,violin,ordinary,G7,mf,6.365012,violin_ordinary_cdm.json
violin_G7_ff,violin,ordinary,G7,ff,4.816325,violin_ordinary_cdm.json
