collection,technique,dynamic,note,path,ext,source_kind
philharmonia,artificial_harmonic,mf,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_A#5_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,A#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_A#6_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,A#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_A#7_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,mf,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_A5_1_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,A6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_A6_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,A7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_A7_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,mf,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_B5_1_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,B6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_B6_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,B7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_B7_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,C#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_C#5_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,C#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_C#6_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,C#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_C#7_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,mf,C6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_C6_1_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,C7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_C7_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,mf,C8,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_C8_1_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,mf,D#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_D#7_1_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,mf,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_D5_1_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,mf,D6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_D6_1_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,D7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_D7_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,E6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_E6_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,E7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_E7_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,mf,E8,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_E8_1_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,F#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_F#5_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,mf,F#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_F#6_1_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,F6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_F6_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,G#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_G#5_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,G#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_G#6_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,mf,G#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_G#7_1_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,G5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_G5_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,artificial_harmonic,mf,G6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_G6_1_mezzo-forte_artificial-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,mf,G7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_mezzo-forte_harmonic\violin_G7_1_mezzo-forte_natural-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,p,A6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_piano_harmonic\violin_A6_1_piano_natural-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,p,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_piano_harmonic\violin_B5_1_piano_natural-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,p,C#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_piano_harmonic\violin_C#6_1_piano_natural-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,p,D#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_piano_harmonic\violin_D#6_1_piano_natural-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,p,D6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_piano_harmonic\violin_D6_1_piano_natural-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,p,F#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_piano_harmonic\violin_F#6_1_piano_natural-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,p,F6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_piano_harmonic\violin_F6_1_piano_natural-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,p,G#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_piano_harmonic\violin_G#6_1_piano_natural-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,p,G5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_piano_harmonic\violin_G5_1_piano_natural-harmonic.mp3,.mp3,harmonic
philharmonia,natural_harmonic,p,G6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\Vln_Harmónicos\Vln_piano_harmonic\violin_G6_1_piano_natural-harmonic.mp3,.mp3,harmonic
philharmonia,ordinario,f,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_A#4_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_A#5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,A#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_A#6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_A3_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_A5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,A6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_A6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,B3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_B3_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_B4_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_B5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,B6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_B6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,C#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_C#5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,C#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_C#6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,C#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_C#7_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_C4_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,C6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_C6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,C7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_C7_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,D#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_D#4_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,D#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_D#5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,D#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_D#6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,D#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_D#7_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,D4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_D4_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_D5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,D6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_D6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,D7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_D7_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,E5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_E5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,E6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_E6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,E7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_E7_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,F#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_F#4_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,F#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_F#5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,F#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_F#6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,F#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_F#7_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,F4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_F4_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,F5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_F5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,F6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_F6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,F7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_F7_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,G#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_G#3_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,G#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_G#4_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,G#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_G#5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,G#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_G#6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,G3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_G3_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,G4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_G4_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,G5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_G5_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,G6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_G6_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,G7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal1\violin_G7_1_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal15\violin_A#3_05_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal15\violin_A#4_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal15\violin_A#5_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,A#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal15\violin_A#6_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal15\violin_A3_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal15\violin_A4_05_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal15\violin_A5_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,A6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal15\violin_A6_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,B3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal15\violin_B3_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal15\violin_B4_15_forte_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,f,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino forte_arco-normal\violino_forte_arco-normal15\violin_B5_15_forte_arco-normal.mp3,.mp3,ordinario
