collection,technique,dynamic,note,path,ext,source_kind
philharmonia,ordinario,mp,E5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_E5_15_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,E6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_E6_025_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,F#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_F#4_1_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,F#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_F#5_05_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,F#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_F#6_05_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,F4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_F4_05_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,F6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_F6_05_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,F7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_F7_025_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,G#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_G#3_05_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,G#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_G#4_05_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,G#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_G#5_025_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,G#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_G#6_05_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,G3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_G3_05_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,G4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_G4_025_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,G5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_G5_1_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,G6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_G6_025_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,mp,G7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino mezzo-piano_arco-normal\violino_mezzo-piano_arco-normal05\violin_G7_05_mezzo-piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_A#3_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_A#4_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_A#5_05_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,A#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_A#6_025_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,A#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_A#6_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_A3_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_A4_05_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_A5_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,A6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_A6_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,B3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_B3_025_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_B4_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_B5_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,B6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_B6_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,C#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_C#4_025_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,C#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_C#5_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,C#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_C#6_05_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_C4_05_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_C5_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,C6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_C6_025_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,C7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_C7_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,D#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_D#5_05_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,D#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_D#6_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,D#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_D#7_025_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_D5_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,D6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_D6_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,D7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_D7_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,E4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_E4_025_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,E5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_E5_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,E6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_E6_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,E7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_E7_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,F#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_F#4_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,F#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_F#5_05_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,F#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_F#6_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,F#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_F#7_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,F4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_F4_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,F5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_F5_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,F6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_F6_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,F7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_F7_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,G#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_G#3_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,G#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_G#4_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,G#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_G#5_05_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,G#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_G#6_05_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,G3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_G3_025_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,G3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_G3_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,G4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_G4_1_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,G5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_G5_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,G6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_G6_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,G7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_G7_025_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,pp,G7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino pianissimo_arco-normal\violino_pianissimo_arco-normal15\violin_G7_15_pianissimo_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_A#3_1_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_A#4_05_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_A#5_05_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,A#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_A#6_1_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_A3_1_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_A4_05_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,A6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_A6_1_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,B3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_B3_05_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_B4_05_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_B5_05_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,B6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_B6_1_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,C#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_C#4_1_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,C#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_C#5_05_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,C#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_C#6_1_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,C#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_C#7_15_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_C4_025_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_C5_05_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,C6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_C6_1_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,C7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_C7_05_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,D#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_D#4_05_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,D#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_D#5_05_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,D#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_D#6_05_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,D#7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_D#7_1_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,D4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_D4_15_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_D5_025_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,D6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_D6_15_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,D7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_D7_05_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,E4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_E4_025_piano_arco-normal.mp3,.mp3,ordinario
philharmonia,ordinario,p,E4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLINO\Phillarmonia\violin\violino piano_arco-normal\violino_piano_arco-normal1\violin_E4_15_piano_arco-normal.mp3,.mp3,ordinario
