collection,instrument,technique,dynamic,note,path,ext,source_kind
orchidea,vla,ordinario,mf,D4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-D4-mf-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,D5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-D5-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,D6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-D6-mf-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,E3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-E3-mf-4c-T19u_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,E4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-E4-mf-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,E5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-E5-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,E6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-E6-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,F#3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-F#3-mf-4c-T12u_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,F#4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-F#4-mf-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,F#5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-F#5-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,F#6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-F#6-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,F3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-F3-mf-4c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,F4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-F4-mf-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,F5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-F5-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,F6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-F6-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,G#3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-G#3-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,G#4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-G#4-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,G#5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-G#5-mf-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,G#6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-G#6-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,G3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-G3-mf-3c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,G4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-G4-mf-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,G5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-G5-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,mf,G6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-mf\_Sustains\OrcgSol_Vla_Arco-G6-mf-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A#3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-A#3-pp-3c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A#4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-A#4-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A#5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-A#5-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A#6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-A#6-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-A3-pp-3c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-A4-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-A5-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-A6-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,B3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-B3-pp-3c-T12u.wav,.wav,ordinario
orchidea,vla,ordinario,pp,B4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-B4-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,B5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-B5-pp-2c-T20u.wav,.wav,ordinario
orchidea,vla,ordinario,pp,B6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-B6-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C#3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-C#3-pp-4c-T22u.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C#4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-C#4-pp-3c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C#5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-C#5-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C#6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-C#6-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-C3-pp-4c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-C4-pp-3c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-C5-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-C6-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C7,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-C7-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D#3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-D#3-pp-4c-T17u.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D#4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-D#4-pp-2c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D#5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-D#5-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D#6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-D#6-pp-1c-T12u.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-D3-pp-4c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-D4-pp-2c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-D5-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-D6-pp-2c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,E3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-E3-pp-4c-T17u.wav,.wav,ordinario
orchidea,vla,ordinario,pp,E4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-E4-pp-2c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,E5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-E5-pp-2c-T11u.wav,.wav,ordinario
orchidea,vla,ordinario,pp,E6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-E6-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F#3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-F#3-pp-4c-T11u.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F#4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-F#4-pp-2c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F#5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-F#5-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F#6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-F#6-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-F3-pp-4c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-F4-pp-2c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-F5-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-F6-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G#3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-G#3-pp-3c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G#4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-G#4-pp-2c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G#5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-G#5-pp-2c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G#6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-G#6-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-G3-pp-3c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-G4-pp-2c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-G5-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\OrcgSol_Vla_Arco-G6-pp-1c-N.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A#3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-A#3-pp-3c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A#4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-A#4-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A#5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-A#5-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A#6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-A#6-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-A3-pp-3c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-A4-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-A5-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,A6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-A6-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,B3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-B3-pp-3c-T12u_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,B4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-B4-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,B5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-B5-pp-2c-T20u_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,B6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-B6-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C#3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-C#3-pp-4c-T22u_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C#4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-C#4-pp-3c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C#5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-C#5-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C#6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-C#6-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-C3-pp-4c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-C4-pp-3c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-C5-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-C6-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,C7,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-C7-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D#3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-D#3-pp-4c-T17u_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D#4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-D#4-pp-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D#5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-D#5-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D#6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-D#6-pp-1c-T12u_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-D3-pp-4c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-D4-pp-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-D5-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,D6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-D6-pp-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,E3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-E3-pp-4c-T17u_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,E4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-E4-pp-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,E5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-E5-pp-2c-T11u_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,E6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-E6-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F#3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-F#3-pp-4c-T11u_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F#4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-F#4-pp-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F#5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-F#5-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F#6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-F#6-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-F3-pp-4c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-F4-pp-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-F5-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,F6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-F6-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G#3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-G#3-pp-3c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G#4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-G#4-pp-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G#5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-G#5-pp-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G#6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-G#6-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G3,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-G3-pp-3c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G4,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-G4-pp-2c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G5,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-G5-pp-1c-N_Sustains.wav,.wav,ordinario
orchidea,vla,ordinario,pp,G6,D:\CORDAS\Orchidea\ORCH_VLA\ordinario\OrchSOL-Vla-Arco-pp\_Sustains\OrcgSol_Vla_Arco-G6-pp-1c-N_Sustains.wav,.wav,ordinario
