collection,instrument,technique,dynamic,note,path,ext,source_kind,label_raw
orchidea,vlc,ordinario,mf,D4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-D4-mf-2c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,D4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-D4-mf-3c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-D5-mf-1c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,E2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-E2-mf-4c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,E3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-E3-mf-2c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,E3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-E3-mf-3c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,E3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-E3-mf-4c-T11u.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,E4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-E4-mf-1c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,E4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-E4-mf-2c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,E4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-E4-mf-3c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,E5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-E5-mf-1c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F#2-mf-4c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F#3-mf-2c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F#3-mf-3c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F#3-mf-4c-T15u.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F#4-mf-1c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F#4-mf-2c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F#5-mf-1c-T12u.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F2-mf-4c-T17u.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F3-mf-2c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F3-mf-3c-T11d.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F3-mf-4c-T17u.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F4-mf-1c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F4-mf-2c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F4-mf-3c-T11u.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,F5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-F5-mf-1c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G#2-mf-3c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G#2-mf-4c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G#3-mf-2c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G#3-mf-3c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G#3-mf-4c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G#4-mf-1c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G#4-mf-2c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G#5-mf-1c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G2-mf-3c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G2-mf-4c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G3-mf-2c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G3-mf-3c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G3-mf-4c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G4-mf-1c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G4-mf-2c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,G5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\Vc-ord-G5-mf-1c-N.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A#2-mf-3c-T13u_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A#2-mf-4c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A#3-mf-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A#3-mf-2c-T12u_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A#3-mf-3c-T16d_R100u_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A#3-mf-4c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A#4-mf-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A#4-mf-2c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A#5-mf-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A2-mf-3c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A2-mf-4c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A3-mf-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A3-mf-2c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A3-mf-3c-T16d_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A3-mf-4c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A4-mf-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A4-mf-2c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-A5-mf-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,B2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-B2-mf-3c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,B2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-B2-mf-4c-T20u_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,B3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-B3-mf-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,B3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-B3-mf-2c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,B3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-B3-mf-3c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-B4-mf-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-B4-mf-2c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-B5-mf-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C#2-mf-4c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C#3-mf-3c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C#3-mf-4c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C#4-mf-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C#4-mf-2c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C#4-mf-3c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C#5-mf-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C2-mf-4c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C3-mf-3c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C3-mf-4c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C4-mf-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C4-mf-2c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C4-mf-3c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C5-mf-1c-T11u_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C5-mf-2c-T11u_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,C6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-C6-mf-1c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,D#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-D#2-mf-4c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,D#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-D#3-mf-2c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,D#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-D#3-mf-3c-N_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,D#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-D#3-mf-4c-T13u_Attacks.wav,.wav,ordinario,ordinario
orchidea,vlc,ordinario,mf,D#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Orchidea_Vlc\Violoncello\ordinario\Orchidea_Vlc_mf\_Attacks\Vc-ord-D#4-mf-1c-N_Attacks.wav,.wav,ordinario,ordinario
