collection,instrument,technique,dynamic,note,path,ext,source_kind,label_raw
philharmonia,vlc,natural_harmonic,mf,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_A#4_long_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,A#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_A#6_1_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_A4_1_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_A5_1_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,C#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_C#6_1_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_C4_long_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_C5_1_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,C7,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_C7_1_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,D#6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_D#6_1_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,E4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_E4_1_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,E5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_E5_1_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,E6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_E6_1_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,F#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_F#4_1_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,F4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_F4_long_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,F5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_F5_1_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,natural_harmonic,mf,G#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo_harmonic\cello_G#5_1_mezzo-forte_arco-harmonic.mp3,.mp3,harmonic,arco-harmonic
philharmonia,vlc,ordinario,f,A#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_A#2_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_A#3_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_A#4_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_A#5_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,A2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_A2_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_A3_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_A4_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_A5_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,B2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_B2_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,B3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_B3_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_B4_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_B5_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,C#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_C#2_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,C#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_C#3_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,C#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_C#4_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,C#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_C#5_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,C2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_C2_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,C3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_C3_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_C4_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_C5_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,C6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_C6_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,D#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_D#2_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,D#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_D#3_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,D#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_D#4_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,D#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_D#5_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,D2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_D2_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,D3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_D3_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,D4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_D4_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,D5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_D5_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,E2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_E2_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,E3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_E3_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,E4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_E4_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,E5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_E5_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,F#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_F#2_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,F#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_F#3_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,F#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_F#4_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,F#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_F#5_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,F2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_F2_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,F3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_F3_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,F4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_F4_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,F5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_F5_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,G#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_G#2_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,G#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_G#3_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,G#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_G#4_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,G#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_G#5_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,G2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_G2_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,G3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_G3_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,G4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_G4_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,f,G5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo forte_arco-normal\violoncelo_forte_arco-normal15\cello_G5_15_forte_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,A#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_A#2_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,A#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_A#3_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,A#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_A#4_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,A#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_A#5_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,A2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_A2_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,A3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_A3_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,A4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_A4_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,A5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_A5_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,B2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_B2_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,B3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_B3_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,B4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_B4_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,B5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_B5_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,C#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_C#2_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,C#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_C#3_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,C#4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_C#4_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,C#5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_C#5_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,C2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_C2_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,C3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_C3_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,C4,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_C4_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,C5,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_C5_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,C6,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_C6_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,D#2,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_D#2_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
philharmonia,vlc,ordinario,ff,D#3,F:\DOUTORAMENTO_22\INSTRUMENTOS\Instrumentos_espectro_versão 3\CORDAS\VIOLONCELO\Phillarmonia\cello\violoncelo fortissimo_arco-normal\violoncelo_fortissimo_arco-normal025\cello_D#3_025_fortissimo_arco-normal.mp3,.mp3,ordinario,arco-normal
