instrument,collection,technique,dynamic,measured_sounding_pitches,missing_sounding_pitches,min_measured_pitch,max_measured_pitch,n_measured_notes,n_transferred_notes,n_interpolated_notes,n_unavailable_notes,ssa_ewsd_version,source_files,source_hashes,known_omissions,calibration_status
vln,mcgill,artificial_harmonic,mf,G#6;A6;A#6;B6;C7;C#7;D7;D#7;E7;F7;F#7;G7;G#7,,G#6,G#7,13,0,0,unknown_until_request_set,ssa_ewsd_acoustic_balanced_v1,E:/PYTHON CODES/CÓDIGOS FINAIS - GIT HUB/Strings_Techniques_Extrapolation/data/harmonic_calibration/measured/mcgill_artificial_harmonic_mf.csv,6d20020ed26dddc0d84ace36520912c39ac0a06905eace05b363522dda174a3c,,calibrated_limited_coverage
vln,orchidea,artificial_harmonic,mf,G5;G#5;A5;A#5;B5;C6;C#6;D6;D#6;E6;F6;F#6;G6;G#6;A6;A#6;B6;C7;C#7;D7;D#7;E7;F7;F#7;G7;G#7;A7;A#7;B7,,G5,B7,29,0,0,unknown_until_request_set,ssa_ewsd_acoustic_balanced_v1,E:/PYTHON CODES/CÓDIGOS FINAIS - GIT HUB/Strings_Techniques_Extrapolation/data/harmonic_calibration/measured/orchidea_artificial_harmonic_mf.csv,73da77f20d929493dbd75b4834e6e5a3fcdced0a5468e036bf0e0f0d4304b1f3,,calibrated_limited_coverage
vln,philharmonia,artificial_harmonic,mf,C#5;F#5;G5;G#5;A#5;C#6;E6;F6;G6;G#6;A6;A#6;C7;C#7;D7;E7;A7;A#7;B7,,C#5,B7,19,0,0,unknown_until_request_set,ssa_ewsd_acoustic_balanced_v1,E:/PYTHON CODES/CÓDIGOS FINAIS - GIT HUB/Strings_Techniques_Extrapolation/data/harmonic_calibration/measured/philharmonia_artificial_harmonic_mf.csv,7fb0ce134236c8930249a12b664b1e86521f21b8516ccd8a8f23d10473af62c9,,calibrated_limited_coverage
vln,mcgill,natural_harmonic,mf,G4;D5;A5;B5;E6;F#6;B6;C#7;G#7,,G4,G#7,9,0,0,unknown_until_request_set,ssa_ewsd_acoustic_balanced_v1,E:/PYTHON CODES/CÓDIGOS FINAIS - GIT HUB/Strings_Techniques_Extrapolation/data/harmonic_calibration/measured/mcgill_natural_harmonic_mf.csv,05d0c8473be9c8085d1126352c2a51765202a7dfe3bddd4661b6ff5eb29c6e8b,,calibrated_limited_coverage
vln,philharmonia,natural_harmonic,mf,D5;A5;B5;C6;D6;F#6;D#7;G7;G#7;C8;E8,,D5,E8,11,0,0,unknown_until_request_set,ssa_ewsd_acoustic_balanced_v1,E:/PYTHON CODES/CÓDIGOS FINAIS - GIT HUB/Strings_Techniques_Extrapolation/data/harmonic_calibration/measured/philharmonia_natural_harmonic_mf.csv,ac6f2e50ab0a6a59bd125fb59e804f07e09651e17ffaf2dbd9184c50e23f9eca,,calibrated_limited_coverage
vln,philharmonia,natural_harmonic,p,G5;B5;C#6;D6;F6;F#6;G6;G#6;A6,,G5,A6,9,0,0,unknown_until_request_set,ssa_ewsd_acoustic_balanced_v1,E:/PYTHON CODES/CÓDIGOS FINAIS - GIT HUB/Strings_Techniques_Extrapolation/data/harmonic_calibration/measured/philharmonia_natural_harmonic_p.csv,5fd0faefa0ac019cb52c15f2da892144ccfee8e1e885c82ef399fc8cad994232,,calibrated_limited_coverage
